question_id,question,question_type,difficulty,answer,faithfulness,answer_relevancy,context_precision,context_recall
q016,Which players were managed by Pep Guardiola at Barcelona and later won the Champions League with a different club?,multi_hop,hard,"제공된 컨텍스트에 따르면, 페프 과르디올라가 바르셀로나에서 지도한 여러 선수들이 이후 다른 클럽에서 UEFA 챔피언스리그 우승을 차지한 것으로 나와 있습니다. 하지만 구체적으로 어떤 선수들이 그에 해당하는지는 명시되어 있지 않습니다. 따라서 정확한 선수 명단을 제공하기 어렵습니다.",1.0,0.0,0.0,0.3333333333333333
q017,Which manager won the Champions League both as a player and as a manager?,multi_hop,medium,"컨텍스트에 따르면, 프란츠 베켄바워(Franz Beckenbauer)는 선수와 감독 모두로서 FIFA 월드컵을 우승한 사례가 언급되어 있지만, 챔피언스리그(유러피언 컵) 우승을 선수와 감독 모두로 달성했다는 내용은 없습니다.

따라서, 챔피언스리그를 선수와 감독 모두로 우승한 매니저에 대한 정보는 제공된 컨텍스트에 없습니다.",1.0,0.0,0.3333333333,0.0
q018,Which player scored in a Champions League final and then went on to manage a club that won the Champions League?,multi_hop,hard,"제공된 컨텍스트에 따르면, 지네딘 지단(Zinedine Zidane)은 챔피언스리그 결승에서 골을 넣은 선수였고, 이후 레알 마드리드 감독으로서 챔피언스리그 우승을 이끌었습니다. 따라서 지단이 해당 조건에 부합하는 선수입니다.",1.0,0.8167364723823297,0.49999999995,0.0
q019,Which Brazilian player won the World Cup in 1994 and 2002?,multi_hop,medium,"컨텍스트에 따르면, 브라질 선수 카푸(Cafu)가 1994년과 2002년에 FIFA 월드컵에서 우승했습니다.",1.0,0.6635776727141987,0.0,0.0
q020,Who coached the team that won the Champions League in the season when Messi won his first Ballon d'Or?,multi_hop,hard,"제공된 컨텍스트에 따르면, 리오넬 메시가 첫 번째 발롱도르를 수상한 시즌은 2009년입니다. 2009년 UEFA 챔피언스리그 우승팀은 펩 과르디올라가 감독을 맡은 바르셀로나입니다. 따라서 메시가 첫 발롱도르를 받은 시즌에 챔피언스리그 우승을 차지한 팀의 감독은 펩 과르디올라입니다.",1.0,0.8899405844010354,0.49999999995,0.3333333333333333
q021,Which Argentine player became World Cup champion in both 1978 and has a connection to Diego Maradona?,multi_hop,hard,제 지식 베이스에 해당 내용이 없어 정확한 답변이 어렵습니다.,1.0,-0.0,0.0,0.4
q022,Which national team has produced the most individual Ballon d'Or winners?,multi_hop,hard,제 지식 베이스에 해당 내용이 없어 정확한 답변이 어렵습니다.,1.0,-0.0,0.0,0.0
q023,How many clubs did Roberto Carlos play for after leaving Real Madrid?,aggregation,medium,"Roberto Carlos played for four clubs after leaving Real Madrid: Fenerbahce, Corinthians, Delhi Dynamos, and Akhisarspor.",1.0,0.938506801913154,0.9999999999,1.0
q024,How many UEFA Champions League titles has Real Madrid won in total?,aggregation,easy,Real Madrid는 UEFA 챔피언스리그에서 총 15회 우승을 차지했습니다.,1.0,0.8327988066967915,0.8333333332916666,1.0
q025,How many different teams has Cristiano Ronaldo played for in his career?,aggregation,easy,"크리스티아누 호날두는 그의 경력 동안 총 5개의 서로 다른 팀에서 뛰었습니다. 그 팀들은 Sporting CP, Manchester United, Real Madrid, Juventus, Al Nassr입니다.",1.0,0.9756350685983423,0.8333333332916666,1.0
q026,How many Premier League titles did Manchester United win under Sir Alex Ferguson?,aggregation,medium,맨체스터 유나이티드는 알렉스 퍼거슨 감독 재임 기간 동안 총 13개의 프리미어리그 타이틀을 획득했습니다.,1.0,0.9517737652990185,0.9999999999,1.0
q027,Ronaldo hat-trick 2009 Champions League Bayern Munich,keyword_exact,medium,제 지식 베이스에 해당 내용이 없어 정확한 답변이 어렵습니다.,1.0,0.0,0.0,0.0
q028,Messi Ballon d'Or 2012 record goals,keyword_exact,medium,"리오넬 메시가 2011-12 시즌에 기록한 골 수는 91골로, 이는 모든 대회를 통틀어 세운 세계 기록입니다. 이 시즌에 메시가 4년 연속 발롱도르(2009~2012)를 수상하는 데 큰 역할을 했습니다.",0.6666666666666666,0.6459685329528508,0.9999999999,0.5
q029,Aguero 93:20 goal Premier League title Manchester City 2012,keyword_exact,medium,"세르히오 아구에로의 2012년 93분 20초 골은 맨체스터 시티가 44년 만에 프리미어리그 우승을 차지하는 데 결정적인 순간이었습니다. 이 골은 QPR과의 경기에서 나왔으며, 맨체스터 유나이티드와 골 득실차로 우승 경쟁을 벌이던 시티에게 극적인 승리를 안겨주었습니다.",1.0,0.7113239336802538,0.9999999999,1.0
q030,Which lesser-known team from Portugal won the Champions League in 2004?,factual,hard,제 지식 베이스에 해당 내용이 없어 정확한 답변이 어렵습니다.,0.0,0.0,0.0,0.0
MEAN,— 전체 평균 —,all,all,,0.9377,0.6996,0.6278,0.5411
